year_film,year_ceremony,ceremony,category,name,film,winner
2018,2019,91,ACTOR,Christian Bale,Vice,False
2018,2019,91,ACTOR,Bradley Cooper,A Star Is Born,False
2018,2019,91,ACTOR,Willem Dafoe,At Eternity's Gate,False
2018,2019,91,ACTOR,Rami Malek,Bohemian Rhapsody,True
2018,2019,91,ACTOR,Viggo Mortensen,Green Book,False
2018,2019,91,SUPPORTING ACTOR,Mahershala Ali,Green Book,True
2018,2019,91,SUPPORTING ACTOR,Adam Driver,BlacKkKlansman,False
2018,2019,91,SUPPORTING ACTOR,Sam Elliott,A Star Is Born,False
2018,2019,91,SUPPORTING ACTOR,Richard E. Grant,Can You Ever Forgive Me?,False
2018,2019,91,SUPPORTING ACTOR,Sam Rockwell,Vice,False
2018,2019,91,ACTRESS,Yalitza Aparicio,Roma,False
2018,2019,91,ACTRESS,Glenn Close,The Wife,False
2018,2019,91,ACTRESS,Olivia Colman,The Favourite,True
2018,2019,91,ACTRESS,Lady Gaga,A Star Is Born,False
2018,2019,91,ACTRESS,Melissa McCarthy,Can You Ever Forgive Me?,False
2018,2019,91,SUPPORTING ACTRESS,Amy Adams,Vice,False
2018,2019,91,SUPPORTING ACTRESS,Marina de Tavira,Roma,False
2018,2019,91,SUPPORTING ACTRESS,Regina King,If Beale Street Could Talk,True
2018,2019,91,SUPPORTING ACTRESS,Emma Stone,The Favourite,False
2018,2019,91,SUPPORTING ACTRESS,Rachel Weisz,The Favourite,False
2018,2019,91,ANIMATED FEATURE FILM,"Brad Bird, John Walker and Nicole Paradis Grindle",Incredibles 2,False
2018,2019,91,ANIMATED FEATURE FILM,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",Isle of Dogs,False
2018,2019,91,ANIMATED FEATURE FILM,Mamoru Hosoda and Yuichiro Saito,Mirai,False
2018,2019,91,ANIMATED FEATURE FILM,"Rich Moore, Phil Johnston and Clark Spencer",Ralph Breaks the Internet,False
2018,2019,91,ANIMATED FEATURE FILM,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,True
2018,2019,91,CINEMATOGRAPHY,Lukasz Zal,Cold War,False
2018,2019,91,CINEMATOGRAPHY,Robbie Ryan,The Favourite,False
2018,2019,91,CINEMATOGRAPHY,Caleb Deschanel,Never Look Away,False
2018,2019,91,CINEMATOGRAPHY,Alfonso Cuarón,Roma,True
2018,2019,91,CINEMATOGRAPHY,Matthew Libatique,A Star Is Born,False
2018,2019,91,COSTUME DESIGN,Mary Zophres,The Ballad of Buster Scruggs,False
2018,2019,91,COSTUME DESIGN,Ruth Carter,Black Panther,True
2018,2019,91,COSTUME DESIGN,Sandy Powell,The Favourite,False
2018,2019,91,COSTUME DESIGN,Sandy Powell,Mary Poppins Returns,False
2018,2019,91,COSTUME DESIGN,Alexandra Byrne,Mary Queen of Scots,False
2018,2019,91,DIRECTING,Spike Lee,BlacKkKlansman,False
2018,2019,91,DIRECTING,Pawel Pawlikowski,Cold War,False
2018,2019,91,DIRECTING,Yorgos Lanthimos,The Favourite,False
2018,2019,91,DIRECTING,Alfonso Cuarón,Roma,True
2018,2019,91,DIRECTING,Adam McKay,Vice,False
2018,2019,91,DOCUMENTARY FEATURE,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Free Solo,True
2018,2019,91,DOCUMENTARY FEATURE,"RaMell Ross, Joslyn Barnes and Su Kim","Hale County This Morning, This Evening",False
2018,2019,91,DOCUMENTARY FEATURE,Bing Liu and Diane Quon,Minding the Gap,False
2018,2019,91,DOCUMENTARY FEATURE,"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",Of Fathers and Sons,False
2018,2019,91,DOCUMENTARY FEATURE,Betsy West and Julie Cohen,RBG,False
2018,2019,91,DOCUMENTARY SHORT,Ed Perkins and Jonathan Chinn,Black Sheep,False
2018,2019,91,DOCUMENTARY SHORT,Rob Epstein and Jeffrey Friedman,End Game,False
2018,2019,91,DOCUMENTARY SHORT,Skye Fitzgerald and Bryn Mooser,Lifeboat,False
2018,2019,91,DOCUMENTARY SHORT,Marshall Curry,A Night at The Garden,False
2018,2019,91,DOCUMENTARY SHORT,Rayka Zehtabchi and Melissa Berton,Period. End of Sentence.,True
2018,2019,91,FILM EDITING,Barry Alexander Brown,BlacKkKlansman,False
2018,2019,91,FILM EDITING,John Ottman,Bohemian Rhapsody,True
2018,2019,91,FILM EDITING,Yorgos Mavropsaridis,The Favourite,False
2018,2019,91,FILM EDITING,Patrick J. Don Vito,Green Book,False
2018,2019,91,FILM EDITING,Hank Corwin,Vice,False
2018,2019,91,FOREIGN LANGUAGE FILM,Lebanon,Capernaum,False
2018,2019,91,FOREIGN LANGUAGE FILM,Poland,Cold War,False
2018,2019,91,FOREIGN LANGUAGE FILM,Germany,Never Look Away,False
2018,2019,91,FOREIGN LANGUAGE FILM,Mexico,Roma,True
2018,2019,91,FOREIGN LANGUAGE FILM,Japan,Shoplifters,False
2018,2019,91,MAKEUP AND HAIRSTYLING,Göran Lundström and Pamela Goldammer,Border,False
2018,2019,91,MAKEUP AND HAIRSTYLING,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Mary Queen of Scots,False
2018,2019,91,MAKEUP AND HAIRSTYLING,"Greg Cannom, Kate Biscoe and Patricia Dehaney",Vice,True
2018,2019,91,MUSIC (Original Score),Ludwig Goransson,Black Panther,True
2018,2019,91,MUSIC (Original Score),Terence Blanchard,BlacKkKlansman,False
2018,2019,91,MUSIC (Original Score),Nicholas Britell,If Beale Street Could Talk,False
2018,2019,91,MUSIC (Original Score),Alexandre Desplat,Isle of Dogs,False
2018,2019,91,MUSIC (Original Score),Marc Shaiman,Mary Poppins Returns,False
2018,2019,91,MUSIC (Original Song),"Music by Kendrick Lamar, Mark ""Sounwave"" Spears and Anthony ""Top Dawg"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony ""Top Dawg"" Tiffith",Black Panther,False
2018,2019,91,MUSIC (Original Song),Music and Lyric by Diane Warren,RBG,False
2018,2019,91,MUSIC (Original Song),Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman,Mary Poppins Returns,False
2018,2019,91,MUSIC (Original Song),"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",A Star Is Born,True
2018,2019,91,MUSIC (Original Song),Music and Lyric by Gillian Welch and David Rawlings,The Ballad of Buster Scruggs,False
2018,2019,91,BEST PICTURE,"Kevin Feige, Producer",Black Panther,False
2018,2019,91,BEST PICTURE,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",BlacKkKlansman,False
2018,2019,91,BEST PICTURE,"Graham King, Producer",Bohemian Rhapsody,False
2018,2019,91,BEST PICTURE,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",The Favourite,False
2018,2019,91,BEST PICTURE,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,True
2018,2019,91,BEST PICTURE,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Roma,False
2018,2019,91,BEST PICTURE,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",A Star Is Born,False
2018,2019,91,BEST PICTURE,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Vice,False
2018,2019,91,PRODUCTION DESIGN,Production Design: Hannah Beachler; Set Decoration: Jay Hart,Black Panther,True
2018,2019,91,PRODUCTION DESIGN,Production Design: Fiona Crombie; Set Decoration: Alice Felton,The Favourite,False
2018,2019,91,PRODUCTION DESIGN,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,First Man,False
2018,2019,91,PRODUCTION DESIGN,Production Design: John Myhre; Set Decoration: Gordon Sim,Mary Poppins Returns,False
2018,2019,91,PRODUCTION DESIGN,Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,Roma,False
2018,2019,91,SHORT FILM (Animated),Alison Snowden and David Fine,Animal Behaviour,False
2018,2019,91,SHORT FILM (Animated),Domee Shi and Becky Neiman-Cobb,Bao,True
2018,2019,91,SHORT FILM (Animated),Louise Bagnall and Nuria González Blanco,Late Afternoon,False
2018,2019,91,SHORT FILM (Animated),Andrew Chesworth and Bobby Pontillas,One Small Step,False
2018,2019,91,SHORT FILM (Animated),Trevor Jimenez,Weekends,False
2018,2019,91,SHORT FILM (Live Action),Vincent Lambe and Darren Mahon,Detainment,False
2018,2019,91,SHORT FILM (Live Action),Jeremy Comte and Maria Gracia Turgeon,Fauve,False
2018,2019,91,SHORT FILM (Live Action),Marianne Farley and Marie-Hélène Panisset,Marguerite,False
2018,2019,91,SHORT FILM (Live Action),Rodrigo Sorogoyen and María del Puy Alvarado,Mother,False
2018,2019,91,SHORT FILM (Live Action),Guy Nattiv and Jaime Ray Newman,Skin,True
2018,2019,91,SOUND EDITING,Benjamin A. Burtt and Steve Boeddeker,Black Panther,False
2018,2019,91,SOUND EDITING,John Warhurst and Nina Hartstone,Bohemian Rhapsody,True
2018,2019,91,SOUND EDITING,Ai-Ling Lee and Mildred Iatrou Morgan,First Man,False
2018,2019,91,SOUND EDITING,Ethan Van der Ryn and Erik Aadahl,A Quiet Place,False
2018,2019,91,SOUND EDITING,Sergio Díaz and Skip Lievsay,Roma,False
2018,2019,91,SOUND MIXING,"Steve Boeddeker, Brandon Proctor and Peter Devlin",Black Panther,False
2018,2019,91,SOUND MIXING,"Paul Massey, Tim Cavagin and John Casali",Bohemian Rhapsody,True
2018,2019,91,SOUND MIXING,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",First Man,False
2018,2019,91,SOUND MIXING,"Skip Lievsay, Craig Henighan and José Antonio García",Roma,False
2018,2019,91,SOUND MIXING,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",A Star Is Born,False
2018,2019,91,VISUAL EFFECTS,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",Avengers: Infinity War,False
2018,2019,91,VISUAL EFFECTS,"Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould",Christopher Robin,False
2018,2019,91,VISUAL EFFECTS,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",First Man,True
2018,2019,91,VISUAL EFFECTS,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",Ready Player One,False
2018,2019,91,VISUAL EFFECTS,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",Solo: A Star Wars Story,False
2018,2019,91,ADAPTED SCREENPLAY,Written by Joel Coen & Ethan Coen,The Ballad of Buster Scruggs,False
2018,2019,91,ADAPTED SCREENPLAY,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,BlacKkKlansman,True
2018,2019,91,ADAPTED SCREENPLAY,Screenplay by Nicole Holofcener and Jeff Whitty,Can You Ever Forgive Me?,False
2018,2019,91,ADAPTED SCREENPLAY,Written for the screen by Barry Jenkins,If Beale Street Could Talk,False
2018,2019,91,ADAPTED SCREENPLAY,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,A Star Is Born,False
2018,2019,91,ORIGINAL SCREENPLAY,Written by Deborah Davis and Tony McNamara,The Favourite,False
2018,2019,91,ORIGINAL SCREENPLAY,Written by Paul Schrader,First Reformed,False
2018,2019,91,ORIGINAL SCREENPLAY,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,True
2018,2019,91,ORIGINAL SCREENPLAY,Written by Alfonso Cuarón,Roma,False
2018,2019,91,ORIGINAL SCREENPLAY,Written by Adam McKay,Vice,False
2018,2019,91,HONORARY AWARD, Marvin Levy,,True
2018,2019,91,HONORARY AWARD, Lalo Schifrin,,True
2018,2019,91,HONORARY AWARD, Cicely Tyson,,True
2018,2019,91,IRVING G. THALBERG MEMORIAL AWARD,Kathleen Kennedy and Frank Marshall,,True
2019,2020,92,ACTOR,Antonio Banderas,Pain and Glory,False
2019,2020,92,ACTOR,Leonardo DiCaprio,Once upon a Time...in Hollywood,False
2019,2020,92,ACTOR,Adam Driver,Marriage Story,False
2019,2020,92,ACTOR,Joaquin Phoenix,Joker,True
2019,2020,92,ACTOR,Jonathan Pryce,The Two Popes,False
2019,2020,92,SUPPORTING ACTOR,Tom Hanks,A Beautiful Day in the Neighborhood,False
2019,2020,92,SUPPORTING ACTOR,Anthony Hopkins,The Two Popes,False
2019,2020,92,SUPPORTING ACTOR,Al Pacino,The Irishman,False
2019,2020,92,SUPPORTING ACTOR,Joe Pesci,The Irishman,False
2019,2020,92,SUPPORTING ACTOR,Brad Pitt,Once upon a Time...in Hollywood,True
2019,2020,92,ACTRESS,Cynthia Erivo,Harriet,False
2019,2020,92,ACTRESS,Scarlett Johansson,Marriage Story,False
2019,2020,92,ACTRESS,Saoirse Ronan,Little Women,False
2019,2020,92,ACTRESS,Charlize Theron,Bombshell,False
2019,2020,92,ACTRESS,Renée Zellweger,Judy,True
2019,2020,92,SUPPORTING ACTRESS,Kathy Bates,Richard Jewell,False
2019,2020,92,SUPPORTING ACTRESS,Laura Dern,Marriage Story,True
2019,2020,92,SUPPORTING ACTRESS,Scarlett Johansson,Jojo Rabbit,False
2019,2020,92,SUPPORTING ACTRESS,Florence Pugh,Little Women,False
2019,2020,92,SUPPORTING ACTRESS,Margot Robbie,Bombshell,False
2019,2020,92,ANIMATED FEATURE FILM,"Dean DeBlois, Bradford Lewis and Bonnie Arnold",How to Train Your Dragon: The Hidden World,False
2019,2020,92,ANIMATED FEATURE FILM,Jérémy Clapin and Marc du Pontavice,I Lost My Body,False
2019,2020,92,ANIMATED FEATURE FILM,"Sergio Pablos, Jinko Gotoh and Marisa Román",Klaus,False
2019,2020,92,ANIMATED FEATURE FILM,"Chris Butler, Arianne Sutner and Travis Knight",Missing Link,False
2019,2020,92,ANIMATED FEATURE FILM,"Josh Cooley, Mark Nielsen and Jonas Rivera",Toy Story 4,True
2019,2020,92,CINEMATOGRAPHY,Rodrigo Prieto,The Irishman,False
2019,2020,92,CINEMATOGRAPHY,Lawrence Sher,Joker,False
2019,2020,92,CINEMATOGRAPHY,Jarin Blaschke,The Lighthouse,False
2019,2020,92,CINEMATOGRAPHY,Roger Deakins,1917,True
2019,2020,92,CINEMATOGRAPHY,Robert Richardson,Once upon a Time...in Hollywood,False
2019,2020,92,COSTUME DESIGN,Sandy Powell and Christopher Peterson,The Irishman,False
2019,2020,92,COSTUME DESIGN,Mayes C. Rubeo,Jojo Rabbit,False
2019,2020,92,COSTUME DESIGN,Mark Bridges,Joker,False
2019,2020,92,COSTUME DESIGN,Jacqueline Durran,Little Women,True
2019,2020,92,COSTUME DESIGN,Arianne Phillips,Once upon a Time...in Hollywood,False
2019,2020,92,DIRECTING,Martin Scorsese,The Irishman,False
2019,2020,92,DIRECTING,Todd Phillips,Joker,False
2019,2020,92,DIRECTING,Sam Mendes,1917,False
2019,2020,92,DIRECTING,Quentin Tarantino,Once upon a Time...in Hollywood,False
2019,2020,92,DIRECTING,Bong Joon Ho,Parasite,True
2019,2020,92,DOCUMENTARY FEATURE,"Steven Bognar, Julia Reichert and Jeff Reichert",American Factory,True
2019,2020,92,DOCUMENTARY FEATURE,"Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær",The Cave,False
2019,2020,92,DOCUMENTARY FEATURE,"Petra Costa, Joanna Natasegara, Shane Boris and Tiago Pavan",The Edge of Democracy,False
2019,2020,92,DOCUMENTARY FEATURE,Waad al-Kateab and Edward Watts,For Sama,False
2019,2020,92,DOCUMENTARY FEATURE,"Ljubo Stefanov, Tamara Kotevska and Atanas Georgiev",Honeyland,False
2019,2020,92,DOCUMENTARY SHORT,Yi Seung-Jun and Gary Byung-Seok Kam,In the Absence,False
2019,2020,92,DOCUMENTARY SHORT,Carol Dysinger and Elena Andreicheva,Learning to Skateboard in a Warzone (If You're a Girl),True
2019,2020,92,DOCUMENTARY SHORT,John Haptas and Kristine Samuelson,Life Overtakes Me,False
2019,2020,92,DOCUMENTARY SHORT,Smriti Mundhra and Sami Khan,St. Louis Superman,False
2019,2020,92,DOCUMENTARY SHORT,Laura Nix and Colette Sandstedt,Walk Run Cha-Cha,False
2019,2020,92,FILM EDITING,Michael McCusker and Andrew Buckland,Ford v Ferrari,True
2019,2020,92,FILM EDITING,Thelma Schoonmaker,The Irishman,False
2019,2020,92,FILM EDITING,Tom Eagles,Jojo Rabbit,False
2019,2020,92,FILM EDITING,Jeff Groth,Joker,False
2019,2020,92,FILM EDITING,Yang Jinmo,Parasite,False
2019,2020,92,INTERNATIONAL FEATURE FILM,Poland,Corpus Christi,False
2019,2020,92,INTERNATIONAL FEATURE FILM,North Macedonia,Honeyland,False
2019,2020,92,INTERNATIONAL FEATURE FILM,France,Les Misérables,False
2019,2020,92,INTERNATIONAL FEATURE FILM,Spain,Pain and Glory,False
2019,2020,92,INTERNATIONAL FEATURE FILM,South Korea,Parasite,True
2019,2020,92,MAKEUP AND HAIRSTYLING,"Kazu Hiro, Anne Morgan and Vivian Baker",Bombshell,True
2019,2020,92,MAKEUP AND HAIRSTYLING,Nicki Ledermann and Kay Georgiou,Joker,False
2019,2020,92,MAKEUP AND HAIRSTYLING,Jeremy Woodhead,Judy,False
2019,2020,92,MAKEUP AND HAIRSTYLING,"Paul Gooch, Arjen Tuiten and David White",Maleficent: Mistress of Evil,False
2019,2020,92,MAKEUP AND HAIRSTYLING,"Naomi Donne, Tristan Versluis and Rebecca Cole",1917,False
2019,2020,92,MUSIC (Original Score),Hildur Guðnadóttir,Joker,True
2019,2020,92,MUSIC (Original Score),Alexandre Desplat,Little Women,False
2019,2020,92,MUSIC (Original Score),Randy Newman,Marriage Story,False
2019,2020,92,MUSIC (Original Score),Thomas Newman,1917,False
2019,2020,92,MUSIC (Original Score),John Williams,Star Wars: The Rise of Skywalker,False
2019,2020,92,MUSIC (Original Song),Music and Lyric by Randy Newman,Toy Story 4,False
2019,2020,92,MUSIC (Original Song),Music by Elton John; Lyric by Bernie Taupin,Rocketman,True
2019,2020,92,MUSIC (Original Song),Music and Lyric by Diane Warren,Breakthrough,False
2019,2020,92,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Frozen II,False
2019,2020,92,MUSIC (Original Song),Music and Lyric by Joshuah Brian Campbell and Cynthia Erivo,Harriet,False
2019,2020,92,BEST PICTURE,"Peter Chernin, Jenno Topping and James Mangold, Producers",Ford v Ferrari,False
2019,2020,92,BEST PICTURE,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",The Irishman,False
2019,2020,92,BEST PICTURE,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers",Jojo Rabbit,False
2019,2020,92,BEST PICTURE,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers",Joker,False
2019,2020,92,BEST PICTURE,"Amy Pascal, Producer",Little Women,False
2019,2020,92,BEST PICTURE,"Noah Baumbach and David Heyman, Producers",Marriage Story,False
2019,2020,92,BEST PICTURE,"Sam Mendes, Pippa Harris, Jayne-Ann Tenggren and Callum McDougall, Producers",1917,False
2019,2020,92,BEST PICTURE,"David Heyman, Shannon McIntosh and Quentin Tarantino, Producers",Once upon a Time...in Hollywood,False
2019,2020,92,BEST PICTURE,"Kwak Sin Ae and Bong Joon Ho, Producers",Parasite,True
2019,2020,92,PRODUCTION DESIGN,Production Design: Bob Shaw; Set Decoration: Regina Graves,The Irishman,False
2019,2020,92,PRODUCTION DESIGN,Production Design: Ra Vincent; Set Decoration: Nora Sopková,Jojo Rabbit,False
2019,2020,92,PRODUCTION DESIGN,Production Design: Dennis Gassner; Set Decoration: Lee Sandales,1917,False
2019,2020,92,PRODUCTION DESIGN,Production Design: Barbara Ling; Set Decoration: Nancy Haigh,Once upon a Time...in Hollywood,True
2019,2020,92,PRODUCTION DESIGN,Production Design: Lee Ha Jun; Set Decoration: Cho Won Woo,Parasite,False
2019,2020,92,SHORT FILM (Animated),Daria Kashcheeva,Dcera (Daughter),False
2019,2020,92,SHORT FILM (Animated),Matthew A. Cherry and Karen Rupert Toliver,Hair Love,True
2019,2020,92,SHORT FILM (Animated),Rosana Sullivan and Kathryn Hendrickson,Kitbull,False
2019,2020,92,SHORT FILM (Animated),Bruno Collet and Jean-François Le Corre,Memorable,False
2019,2020,92,SHORT FILM (Animated),Siqi Song,Sister,False
2019,2020,92,SHORT FILM (Live Action),Meryam Joobeur and Maria Gracia Turgeon,Brotherhood,False
2019,2020,92,SHORT FILM (Live Action),Yves Piat and Damien Megherbi,Nefta Football Club,False
2019,2020,92,SHORT FILM (Live Action),Marshall Curry,The Neighbors' Window,True
2019,2020,92,SHORT FILM (Live Action),Bryan Buckley and Matt Lefebvre,Saria,False
2019,2020,92,SHORT FILM (Live Action),Delphine Girard,A Sister,False
2019,2020,92,SOUND EDITING,Donald Sylvester,Ford v Ferrari,True
2019,2020,92,SOUND EDITING,Alan Robert Murray,Joker,False
2019,2020,92,SOUND EDITING,Oliver Tarney and Rachael Tate,1917,False
2019,2020,92,SOUND EDITING,Wylie Stateman,Once upon a Time...in Hollywood,False
2019,2020,92,SOUND EDITING,Matthew Wood and David Acord,Star Wars: The Rise of Skywalker,False
2019,2020,92,SOUND MIXING,"Gary Rydstrom, Tom Johnson and Mark Ulano",Ad Astra,False
2019,2020,92,SOUND MIXING,"Paul Massey, David Giammarco and Steven A. Morrow",Ford v Ferrari,False
2019,2020,92,SOUND MIXING,"Tom Ozanich, Dean Zupancic and Tod Maitland",Joker,False
2019,2020,92,SOUND MIXING,Mark Taylor and Stuart Wilson,1917,True
2019,2020,92,SOUND MIXING,"Michael Minkler, Christian P. Minkler and Mark Ulano",Once upon a Time...in Hollywood,False
2019,2020,92,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Matt Aitken and Dan Sudick",Avengers: Endgame,False
2019,2020,92,VISUAL EFFECTS,"Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser and Stephane Grabli",The Irishman,False
2019,2020,92,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",The Lion King,False
2019,2020,92,VISUAL EFFECTS,"Guillaume Rocheron, Greg Butler and Dominic Tuohy",1917,True
2019,2020,92,VISUAL EFFECTS,"Roger Guyett, Neal Scanlan, Patrick Tubach and Dominic Tuohy",Star Wars: The Rise of Skywalker,False
2019,2020,92,ADAPTED SCREENPLAY,Screenplay by Steven Zaillian,The Irishman,False
2019,2020,92,ADAPTED SCREENPLAY,Screenplay by Taika Waititi,Jojo Rabbit,True
2019,2020,92,ADAPTED SCREENPLAY,Written by Todd Phillips & Scott Silver,Joker,False
2019,2020,92,ADAPTED SCREENPLAY,Written for the screen by Greta Gerwig,Little Women,False
2019,2020,92,ADAPTED SCREENPLAY,Written by Anthony McCarten,The Two Popes,False
2019,2020,92,ORIGINAL SCREENPLAY,Written by Rian Johnson,Knives Out,False
2019,2020,92,ORIGINAL SCREENPLAY,Written by Noah Baumbach,Marriage Story,False
2019,2020,92,ORIGINAL SCREENPLAY,Written by Sam Mendes & Krysty Wilson-Cairns,1917,False
2019,2020,92,ORIGINAL SCREENPLAY,Written by Quentin Tarantino,Once upon a Time...in Hollywood,False
2019,2020,92,ORIGINAL SCREENPLAY,"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",Parasite,True
2019,2020,92,JEAN HERSHOLT HUMANITARIAN AWARD,Geena Davis,,True
2019,2020,92,HONORARY AWARD, David Lynch,,True
2019,2020,92,HONORARY AWARD, Wes Studi,,True
2019,2020,92,HONORARY AWARD, Lina Wertmüller,,True
